aifid,inscriptions
0132na-al001-052-053_DS01,"l'Ecce Homo - Jerusalem [inscription written under photograph in graphite pencil, could be AIF]
RHODES. - Rodini (Zimbouly) [printed on the photograph in red]
RHODES. - Fortification du côtée du Grand - Maître [printed on the photograph in red]
RHODES. - Fortification de Oceandio [printed on the photograph in red]
RHODES. - Embassade d'Engleterre sous les Chevaliers [printed on the photograph in red]
RHODES. - Pano - Guiallos (Coum - Bournou) [printed on the photograph in red]"
0132na-al001-054-055_DS01,"RHODES. - l'Intérieur de la Caserne [printed on the photograph in red]
RHODES. -  Entrée de la Port de Saint-Jean [printed on the photograph in red]
RHODES. -  L'Horloge [printed on the photograph in red]"
0132na-al001-056-057_DS01,
0132na-al001-058_DS01,
0172wa-al001-001_DS01,
0172wa-al001-002-003_DS01,"1963 [written with white ink pen on the front paste down]
SERIE ""A"" [written with white ink pen on top of the page]. 40, 41, 42, 43 [numbers written with white ink pen under each photo]"
0172wa-al001-004-005_DS01,
0172wa-al001-004-005_DS02,"SERIE ""A"" [written with white ink pen on top of the page. 44, 1, 2, 3 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-006-007_DS01,"SERIE ""A"" [written with white ink pen on top of the page. 4, 5, 6, 7 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-006-007_DS02,"SERIE ""A"" [written with white ink pen on top of the page. 8, 9, 10, 11 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-008-009_DS01,"SERIE ""A"" [written with white ink pen on top of the page. 12, 13 14, 15 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-008-009_DS02,"SERIE ""A"" [written with white ink pen on top of the page. 16, 17 18, 19 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-010-011_DS01,"SERIE ""A"" [written with white ink pen on top of the page. 20, 21 22, 23 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-010-011_DS02,"SERIE ""A"" [written with white ink pen on top of the page. 24, 25, 26, 27 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-012-013_DS01,"28, 29, 30, 31 [numbers written with graphite pencil under where each photo used to be mounted]
SERIE ""B"" [written with white ink pen on top of the page. 38, 39, 40, 41 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-014-015_DS01,"SERIE ""B"" [written with white ink pen on top of the page. 42, 43, 1, 2 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-014-015_DS02,"SERIE ""B"" [written with white ink pen on top of the page. 3, 4, 5, 10 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-016-017_DS01,"SERIE ""B"" [written with white ink pen on top of the page. 11, 12, 13, 14 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-016-017_DS02,"SERIE ""B"" [written with white ink pen on top of the page. 15, 16, 17, 18 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-018-019_DS01,"SERIE ""B"" [written with white ink pen on top of the page. 19, 20, C30, C31 [numbers written with white ink pen under where each photo used to be mounted]
"
0172wa-al001-020-021_DS01,"SERIE ""C"" [written with white ink pen on top of the page. 1, 2, 3, 4 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-020-021_DS02,"SERIE ""C"" [written with white ink pen on top of the page. 6, 7, 8, 9 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-022-023_DS01,"SERIE ""C"" [written with white ink pen on top of the page. 10, 11, 12, 13 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-022-023_DS02,"SERIE ""C"" [written with white ink pen on top of the page. 14, 15, 16, 17 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-024-025_DS01,"SERIE ""C"" [written with white ink pen on top of the page. 18, 19, 20, 21 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-024-025_DS02,"SERIE ""C"" [written with white ink pen on top of the page. 22, 23, 24, 25 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-026-027_DS01,"SERIE ""C"" [written with white ink pen on top of the page. 26, 27, 28, 29 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-026-027_DS02,"SERIE ""D"" [written with white ink pen on top of the page. 39, 40, 41, 42 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-028-029_DS01,"SERIE ""D"" [written with white ink pen on top of the page. 43, 44, 1, 2 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-028-029_DS02,"SERIE ""D"" [written with white ink pen on top of the page. 3, 4, 5, 6 [numbers written with white ink pen under where each photo used to be mounted]"
0172wa-al001-030-031_DS01,"SERIE ""D"" [written with white ink pen on top of the page. 7, 8, 9, 10 [numbers written with white ink pen under where each photo used to be mounted]
SERIE ""D"" [written with white ink pen on top of the page. 11, 12, 13, 14 [numbers written with white ink pen under each photograph]"
0172wa-al001-032-033_DS01,"SERIE ""D"" [written with white ink pen on top of the page. 11, 12, 13, 14 [numbers written with white ink pen under each photograph]
SERIE ""D"" [written with white ink pen on top of the page. 15, 16, 17, 18 [numbers written with white ink pen under each photograph]"
0172wa-al001-032-033_DS02,"SERIE ""D"" [written with white ink pen on top of the page. 19, 20, 21, 22 [numbers written with white ink pen under each photograph]"
0172wa-al001-034-035_DS01,"SERIE ""D"" [written with white ink pen on bottom of the page. 26, 25, 24, 23 [numbers written with white ink pen on top of each photograph]"
0172wa-al001-034-035_DS02,"SERIE ""D"" [written with white ink pen on top of the page. 27, 28, 29, 30 [numbers written with white ink pen under each photograph]"
0172wa-al001-036-037_DS01,"SERIE ""D"" [written with white ink pen on top of the page. 31, 32, 33 [numbers written with white ink pen under each photograph]"
0172wa-al001-036-037_DS02,"SERIE ""E"" [written with white ink pen on top of the page. 40, 41, 42, 43 [numbers written with white ink pen under each photograph]"
0172wa-al001-038-039_DS01,"SERIE ""E"" [written with white ink pen on top of the page. 44, 1, 2, 3 [numbers written with white ink pen under each photograph]"
0172wa-al001-038-039_DS02,"SERIE ""E"" [written with white ink pen on top of the page. 4, 5, 6, 7 [numbers written with white ink pen under each photograph]"
0172wa-al001-040-041_DS01,"SERIE ""E"" [written with white ink pen on top of the page. 8, 9, 10, 11 [numbers written with white ink pen under each photograph]"
0172wa-al001-040-041_DS02,"SERIE ""E"" [written with white ink pen on top of the page. 12, 13, 14, 15 [numbers written with white ink pen under each photograph]"
0172wa-al001-042-043_DS01,"SERIE ""E"" [written with white ink pen on top of the page. 16, 17, 18, 19 [numbers written with white ink pen under each photograph]"
0172wa-al001-044_DS01,
0172wa-al002-001_DS01,
0172wa-al002-002-003_DS01,
0172wa-al002-002-003_DS02,"Première Communion, Bikfaya Le 20 Mai 1956. [written with white ink pen on top of the page]
A22, A23, A24, A25 [numbers written with white ink pen where each photo used to be mounted]"
0172wa-al002-004-005_DS01,"A26, A27, A29, A30, A31, A32 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-004-005_DS02,"A33, A34, A35, A36, A37, A38 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-006-007_DS01,"A39, A41, A42, A43, A44, A1 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-006-007_DS02,"A2, A3, A4, A5, A6, A7 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-008-009_DS01,"A8, A9, A28, A40 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-008-009_DS02,"Cloture Du Mois De Marie, Bikfaya Le 30 Mai 1956 [written with white ink pen on top of the page]
B23, B24, B25, B26 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-010-011_DS01,"B27, B28, B29, B30, B31, B32 [numbers written with white ink pen where each photo used to be mounted]"
0172wa-al002-010-011_DS02,"B33, B35, B36, B37, B38, B39 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-012-013_DS01,"B40, B41, B42, B43, 44, B1 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-012-013_DS02,"B2, B3, B4, B5, B6, B7 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-014-015_DS01,"B8, B9, B10, B11, B12, B13 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-014-015_DS02,"B14, C37, C38, C39, C40, C41 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-016-017_DS01,"C42, C43, C44, B34 [numbers written with white ink pen on the side of each photograph]
STUDIO WARDINI au PETIT CHIC. BIKFAYA, TEL. 116. ""Photographez Vos Enfants"" [printed studio card mounted on the page]"
0172wa-al002-016-017_DS02,"I, II, III, IV [numbers written with white ink pen under each photograph]"
0172wa-al002-018-019_DS01,"V, VI, VII [numbers written with white ink pen under each photograph]. ~FIN~ [written in white ink pen] "
0172wa-al002-018-019_DS02,"Procession Du Saint-Sacrement, Bikfaya Le 3 Juin 1956  [written with white ink pen on top of the page]
D21, D22, D23, D24 [numbers written with white ink pen under each photograph]"
0172wa-al002-020-021_DS01,"D25, D26, D27, D28, D29, D30 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-020-021_DS02,"D31, E15, E27, E28, E29, E30 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-022-023_DS01,"E31, E32, E33, E34, E35, E36 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-022-023_DS02,"E37, E32, E38, E39, E40, E41, E42 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-024-025_DS01,"E3, E5, E4, E6, E8 [numbers written with white ink pen on the side of/under each photograph]"
0172wa-al002-024-025_DS02,"E7, E14, E12, E13, E16 [numbers written with white ink pen on the side of/under each photograph]"
0172wa-al002-026-027_DS01,"E15, E17, E18, E19, E20, F19 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-026-027_DS02,"F20, F21, F22, F23, F24, F25 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-028-029_DS01,"F26, F27, F28, F29, F30, F31 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-028-029_DS02,"F32, F36,F37, F38, F39, F40 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-030-031_DS01,"G11, G14, F33, F15, G12 [numbers written with white ink pen on the side of/under each photograph]"
0172wa-al002-030-031_DS02,"G17, G18, G19, G20, G15, G16 [numbers written with white ink pen on the side of each photograph]"
0172wa-al002-032-033_DS01,
0172wa-al002-032-033_DS02,
0172wa-al002-034-035_DS01,
0172wa-al002-036_DS01,
0192za-al001-001_DS01,
0192za-al001-002-003_DS01,"""S.G.T.M [on top of the image]
Paquebot """"FLORIDA"""" [under the image]""
(DAMAS), Syrie [printed on a sticker mounted on the album page]"
0192za-al001-003-00497_DR01,
0192za-al001-003-00497_DV01,
0192za-al001-004-005_DS01,
0192za-al001-006-007_DS01,le 15 Avril 40 entre Rayak et Damas [handwritten on the verso]
0192za-al001-008-009_DS01,
0192za-al001-009-00526_DR01,
0192za-al001-009-00526_DV01,de Marseille à Beyrouth [handwritten on the verso]
0192za-al001-009-00527_DR01,
0192za-al001-009-00527_DV01,
0192za-al001-010-00535_DR01,
0192za-al001-010-00535_DV01,
0192za-al001-010-011_DS01,
0192za-al001-011-00545_DR01,
0192za-al001-011-00545_DV01,
0192za-al001-012-00558_DR01,
0192za-al001-012-00558_DV01,
0192za-al001-012-013_DS01,
0192za-al001-014-015_DS01,
0192za-al001-016-017_DS01,"1 [printed on the negative]
2 [printed on the negative]
3 [printed on the negative]
4 [printed on the negative]
5 [printed on the negative]
6 [printed on the negative]
8 [printed on the negative]
7 [printed on the negative]"
0192za-al001-018-019_DS01,"9 [printed on the negative]
10 [printed on the negative]
11 [printed on the negative]
12 [printed on the negative]
13 [printed on the negative]
17 [printed on the negative]
14 [printed on the negative]
15 [printed on the negative]
16 [printed on the negative]
18 [printed on the negative]
19 [printed on the negative]
20 [printed on the negative]"
0192za-al001-020-021_DS01,"3 [handwritten on the recto]
2 [handwritten on the recto]
1 [handwritten on the recto]
4 [handwritten on the recto]
5 [handwritten on the recto]
6 [handwritten on the recto]"
0192za-al001-022-023_DS01,"8 [handwritten on the recto]
7 [handwritten on the recto]
11 [handwritten on the recto]
9 [handwritten on the recto]
12 [handwritten on the recto]
10 [handwritten on the recto]
16 [handwritten on the recto]
13 [handwritten on the recto]
14 [handwritten on the recto]
17 [handwritten on the recto]
18 [handwritten on the recto]
15 [handwritten on the recto]
19 [handwritten on the recto]
20 [handwritten on the recto]"
0192za-al001-024-025_DS01,"1 [handwritten on the recto]
4 [handwritten on the recto]
6 [handwritten on the recto]
2 [handwritten on the recto]
5 [handwritten on the recto]
3 [handwritten on the recto]
7 [handwritten on the recto]
8 [handwritten on the recto]"
0192za-al001-026-027_DS01,"10 [handwritten on the recto]
11 [handwritten on the recto]
12 [handwritten on the recto]
15 [handwritten on the recto]
14 [handwritten on the recto]
9 [handwritten on the recto]
13 [handwritten on the recto]
16 [handwritten on the recto]
17 [handwritten on the recto]
18 [handwritten on the recto]
19 [handwritten on the recto]
20 [handwritten on the recto]"
0192za-al001-028-029_DS01,Beyrouth - Panorama [printed on the negative]
0192za-al001-030-031_DS01,
0192za-al001-032-033_DS01,
0192za-al001-034-035_DS01,
0192za-al001-036-037_DS01,
0192za-al001-038-039_DS01,
0192za-al001-040-041_DS01,
0192za-al001-042-043_DS01,
0192za-al001-044-045_DS01,
0192za-al001-046-047_DS01,
0192za-al001-048-049_DS01,
0192za-al001-050_DS01,
0192za-al002-001_DS01,
0192za-al002-002-003_DS01,
0192za-al002-002-003_DS02,"Camp de Dhour - Choueir 1939 [handwritten with black ink on the recto]
Camp de Dhour - Choueir 1942 [handwritten with black ink on the recto]
"
0192za-al002-004-005_DS01,Camp de Dhour - Choueir 1939 [handwritten with black ink on the recto]
0192za-al002-004-005_DS02,"Camp de Dhour - Choueir 1939 [handwritten with black ink on the recto]
"
0192za-al002-006-007_DS01,Camp de Dhour - Choueir 1939 [handwritten with black ink on the recto]
0192za-al002-006-007_DS02,Camp Volant Août 1938 [handwritten with black ink on the recto]
0192za-al002-008-009_DS01,Camp de Dhour - Choueir 1939 [handwritten with black ink on the recto]
0192za-al002-008-009_DS02,Camp de Slenfé 1940 [handwritten with black ink on the recto]
0192za-al002-010-011_DS01,Camp de Slenfé 1940 [handwritten with black ink on the recto]
0192za-al002-010-011_DS02,Camp de Slenfé 1940 [handwritten with black ink on the recto]
0192za-al002-012-013_DS01,Camp Routier de la Toussaint 1941 [handwritten with black ink on the recto]
0192za-al002-012-013_DS02,"Sortie Ain Tell Troupe Sept. 1941 [handwritten with black ink on the recto]
Sortie á Ain Tell [handwritten with black ink on the recto]
Sortie Ain Tell Troupe Sept. 1941 [handwritten with black ink on the recto]"
0192za-al002-014-015_DS01,Camp d'Ulbul 1942 [handwritten with black ink on the recto]
0192za-al002-014-015_DS02,Camp d'Ulbul 1942 [handwritten with black ink on the recto]
0192za-al002-016-017_DS01,Rallye Pencôte 1942 [handwritten with black ink on the recto]
0192za-al002-016-017_DS02,Camp de Bagjagaz 1942 [handwritten with black ink on the recto]
0192za-al002-018-019_DS01,Camp de Bagjagaz 1942 [handwritten with black ink on the recto]
0192za-al002-018-019_DS02,Camp de Bagjagaz 1942 [handwritten with black ink on the recto]
0192za-al002-020-021_DS01,Camp de Bagjagaz 1942 [handwritten with black ink on the recto]
0192za-al002-020-021_DS02,Camp de Bagjagaz 1942 [handwritten with black ink on the recto]
0192za-al002-022-023_DS01,Camp de Bagjagaz 1942 [handwritten with black ink on the recto]
0192za-al002-022-023_DS02,Camp de Bagjagaz 1942 [handwritten with black ink on the recto]
0192za-al002-024-025_DS01,Camp de Banias Pâques 1943 [handwritten with black ink on the recto]
0192za-al002-024-025_DS02,Camp de Banias Pâques 1943 [handwritten with black ink on the recto]
0192za-al002-026-027_DS01,
0192za-al002-026-027_DS02,Sortie Aü - Ramoussa C.R 11/11/38 [handwritten with black ink on the recto]
0192za-al002-028-029_DS01,Camp de Broumana 1938 [handwritten with black ink on the recto] برمانا لبنان [written with blue ink on the page]
0192za-al002-028-029_DS02,Camp de Broumana 1938 [handwritten with black ink on the recto] 
0192za-al002-030-031_DS01,"Camp Volant Août 1938  [handwritten with black ink on the recto]
Camp Volant 1938  [handwritten with black ink on the recto] "
0192za-al002-030-031_DS02,Camp Volant Août 1938  [handwritten with black ink on the recto] 
0192za-al002-032-033_DS01,Camp Volant Août 1938  [handwritten with black ink on the recto] 
0192za-al002-032-033_DS02,"Camp Volant Août 1938  [handwritten with black ink on the recto] 
Camp Volant 1938  [handwritten with black ink on the recto] "
0192za-al002-034-035_DS01,"Camp Volant Août 1938  [handwritten with black ink on the recto]
Camp de Bagjagaz 1935 [handwritten with black ink on the recto]"
0192za-al002-036-037_DS01,Camp de Mouslimié 1936 [handwritten with black ink on the recto]
0192za-al002-036-037_DS02,"Camp de Mouslimié 1936 [handwritten with black ink on the recto]
Camp de Délibékirli 1937 [handwritten with black ink on the recto]"
0192za-al002-038-039_DS01,Camp de Attik 1936 [handwritten with black ink on the recto]
0192za-al002-038-039_DS02,Camp d'Ulbul 1937 [handwritten with black ink on the recto]
0192za-al002-040-041_DS01,
0192za-al002-040-041_DS02,Camp de Bagjagaz 1937 [handwritten with black ink on the recto]
0192za-al002-042-043_DS01,Camp de Bagjagaz 1937 [handwritten with black ink on the recto]
0192za-al002-042-043_DS02,
0192za-al002-044-045_DS01,
0192za-al002-044-045_DS02,
0192za-al002-046-047_DS01,
0192za-al002-046-047_DS02,
0192za-al002-048-049_DS01,
0192za-al002-048-049_DS02,
0192za-al002-050-051_DS01,
0192za-al002-050-051_DS02,
0192za-al002-052-053_DS01,
0192za-al002-052-053_DS02,
0192za-al002-054-055_DS01,
0192za-al002-054-055_DS02,
0192za-al002-056-057_DS01,
0192za-al002-056-057_DS02,
0192za-al002-058-059_DS01,
0192za-al002-058-059_DS02,
0192za-al002-060-061_DS01,
0192za-al002-062_DBC01,
0192za-al003-001_DS01,
0192za-al003-002-003_DS01,Août 1941 [written with black ink on the verso]
0192za-al003-002-003_DS02,"Prise le 18 avril 1933, donnèe le 30 octobre 1933 [written with black ink on the verso]"
0192za-al003-004-005_DS01,
0192za-al003-004-005_DS02,"Le 11.8.34 [written with a pencil on the verso]
21-8-36 [written with a pencil on the verso]"
0192za-al003-006-007_DS01,
0192za-al003-006-007_DS02,Saouk - Olouk Août 1944 [written with black ink on the verso]
0192za-al003-008-009_DS01,
0192za-al003-008-009_DS02,
0192za-al003-010-011_DS01,Septembre 1941 [written with black ink on the verso]
0192za-al003-010-011_DS02,
0192za-al003-012-013_DS01,Septembre 1941 [written with black ink on the verso]
0192za-al003-012-013_DS02,
0192za-al003-014-015_DS01,Septembre 1941 [written with black ink on the verso]
0192za-al003-014-015_DS02,Prise à la campagne le 16 Octobre 1932 [written with blue ink]
0192za-al003-016-017_DS01,Septembre 1941 [written with black ink on the verso]
0192za-al003-016-017_DS02,
0192za-al003-018-019_DS01,
0192za-al003-018-019_DS02,
0192za-al003-020-021_DS01,
0192za-al003-020-021_DS02,
0192za-al003-022-023_DS01,
0192za-al003-022-023_DS02,Le 7 Juillet 1934 [written with a pencil on the verso]
0192za-al003-024-025_DS01,
0192za-al003-024-025_DS02,"2-10-44 Saouk - Olouk [written with black ink on the verso]
V. Derounian. Alep, Syrie [Debossed on the recto]"
0192za-al003-026-027_DS01,
0192za-al003-026-027_DS02,TIRAGES PHOTO GULBENK ALEP [stamped in red on the verso]
0192za-al003-028-029_DS01,
0192za-al003-028-029_DS02,"Août 1944 Saouk - Olouk [written with black ink on the verso]
Saouk - Olouk  23-7-44 [written with black ink on the verso]"
0192za-al003-030-031_DS01,
0192za-al003-030-031_DS02,"Saouk - Olouk 27-7-44 [wriiten with blue ink on the verso]
Mai 1944 [wriiten with black ink on the verso]
Le 28-3-45 [wriiten with black ink on the verso]
19/9/44 Saouk - Olouk [wriiten with black ink on the verso]"
0192za-al003-032-033_DS01,
0192za-al003-032-033_DS02,"Sükrü CIGIR, ISKENDERON [embossed on the verso]"
0192za-al003-034-035_DS01,
0192za-al003-034-035_DS02,
0192za-al003-036-037_DS01,
0192za-al003-036-037_DS02,
0192za-al003-038-039_DS01,
0192za-al003-038-039_DS02,
0192za-al003-040-041_DS01,
0192za-al003-040-041_DS02,
0192za-al003-042-043_DS01,
0192za-al003-042-043_DS02,
0192za-al003-044-045_DS01,
0192za-al003-044-045_DS02,
0192za-al003-046-047_DS01,
0192za-al003-046-047_DS02,
0192za-al003-048-049_DS01,
0192za-al003-048-049_DS02,
0192za-al003-050-051_DS01,
0192za-al003-052_DS01,
0192za-al004-001_DS01,
0192za-al004-002-003_DS01,Lattaquié Avril 1920 [written with black ink on the cardboard]
0192za-al004-004-005_DS01,"Mékine août 1920  [written with black ink on the cardboard]
Mékine Septembre 1920  [written with black ink on the cardboard]
Beyrouth - Septembre 1920  [written with black ink on the cardboard]"
0192za-al004-006-007_DS01,"Beyrouth, Janvier 1921  [written with black ink on the cardboard]"
0192za-al004-008-009_DS01,"Beyrouth, Avril 1921  [written with black ink on the cardboard]
Saida 1er Mai 1921  [written with black ink on the cardboard]"
0192za-al004-010-011_DS01,"Domine, Juin 1921  [written with black ink on the cardboard]
Gérard mer, Août 1921 [written with black ink on the cardboard]
Magné, Septembre 1921  [written with black ink on the cardboard]
Saint Jean de [mouts] Septembre 1921  [written with black ink on the cardboard]
La [Flèche] Octobre 1921  [written with black ink on the cardboard]"
0192za-al004-012-013_DS01,"Saint Jean de la Croix, Octobre 1921  [written with black ink on the cardboard]
à bord du ""Sphinx"" Novembre 1921  [written with black ink on the cardboard]
Beyrouth - Décembre 1921  [written with black ink on the cardboard]"
0192za-al004-014-015_DS01,
0192za-al004-016_DS01,
0192za-al005-do00001_DR01,
0192za-al005-do00001_DV01,
0192za-al005-do00002_DR01,
0192za-al005-do00002_DV01,
0192za-al005-do00003_DR01,
0192za-al005-do00003_DV01,
0192za-al005-do00004_DR01,
0192za-al005-do00004_DV01,
0192za-al005-do00005_DR01,
0192za-al005-do00005_DV01,
0192za-al005-001_DS01,"3, Libanon 57"
0192za-al005-002-003_DS01,"LIBANON, Frūhjar 1957"
0192za-al005-004-005_DS01,
0192za-al005-004-005_DS02,
0192za-al005-004-005_DS04,
0192za-al005-006-007_DS01,
0192za-al005-006-007_DS02,"176 - Liban - La route des cèdres [printed]
359 - Liban - Les cèdres [printed]"
0192za-al005-008-009_DS01,
0192za-al005-008-009_DS02,
0192za-al005-010-011_DS01,
0192za-al005-010-011_DS02,"596 - Liban - Becharré [printed]
128 - Liban - Nahr El Kelb [printed]"
0192za-al005-012-013_DS01,"503 - Liban - Harissa - Notre Dame du Liban [printed]
571 - Liban - Saïda - Le château de la mer"
0192za-al005-012-013_DS02,Reise nach Beirut [written with blue ink on the carboard]
0192za-al005-014-015_DS01,
0192za-al005-014-015_DS02,Beirut [written with blue ink on the carboard]
0192za-al005-016-017_DS01,
0192za-al005-016-017_DS02,
0192za-al005-018-019_DS01,
0192za-al005-018-019_DS02,Beiteddine [written with blue ink on the carboard]
0192za-al005-020-021_DS01,315 - Liban - Beit Eldine - Le palais [printed]
0192za-al005-020-021_DS02,
0192za-al005-022-023_DS01,
0192za-al005-022-023_DS02,
0192za-al005-024-025_DS01,
0192za-al005-024-025_DS02,"Baalbeck [written with blue ink on the carboard]
119 - Baalbeck - Panorama [printed]"
0192za-al005-026-027_DS01,669 - Liban - Baalbeck - La cour hexagonal [printed]
0192za-al005-026-027_DS02,"124 - Baalbeck - Temple de Bacchus [printed]
125 - Baalbeck - Temple de Douris [printed]"
0192za-al005-028-029_DS01,110 - Baalbeck - Le manolith [printed]
0192za-al005-028-029_DS02,Venustempl [written with blue ink on the carboard]
0192za-al005-030-031_DS01,365 - Baalbeck - Intérieur du temple de Bacchus [printed]
0192za-al005-030-031_DS02,
0192za-al005-032-033_DS01,
0192za-al005-032-033_DS02,
0192za-al005-034-035_DS01,
0192za-al005-034-035_DS02,"362 - Baalbeck - Les six colonnes du temple de Jupiter et temple de Bacchus [printed]
111 - Baalbeck - Vue général de l'acropole [printed]"
0192za-al005-036-037_DS01,346 - Baalbeck - Les six colonnes du temple de Jupiter [printed]
0192za-al005-036-037_DS02,
0192za-al005-038-039_DS01,"335 - Liban - Un chamelier [printed
Liban - chtaura - La route de Damas [printed]"
0192za-al005-038-039_DS02,266 - Liban - Cascade de Hammana [printed]
0192za-al005-040-041_DS01,
0192za-al005-040-041_DS02,
0192za-al005-042-043_DS01,
0192za-al005-042-043_DS02,
0192za-al005-044-045_DS01,
0192za-al005-044-045_DS02,Fahrt nach Maalula [written with blue ink on the carboard]
0192za-al005-046-047_DS01,Schlucht aut der Fahrt nach Seidnaya [written with blue ink on the carboard]
0192za-al005-046-047_DS02,Palmyra [written with blue ink on the carboard]
0192za-al005-048-049_DS01,
0192za-al005-048-049_DS02,Palmyra [written with blue ink on the carboard]
0192za-al005-050-051_DS01,Palmyra [written with blue ink on the carboard]
0192za-al005-050-051_DS02,Krak des Chevaliers [written with blue ink on the carboard]
0192za-al005-052-053_DS01,
0192za-al005-052-053_DS02,
0192za-al005-054-055_DS01,"Damaskus, Fenster des Paulus [written with blue ink on the carboard]"
0192za-al005-054-055_DS02,
0192za-al005-056-057_DS01,
0192za-al005-056-057_DS02,"Aleppo, Zitadelle [written with blue ink on the carboard]"
0192za-al005-058-059_DS01,
0192za-al005-058-059_DS02,Fahrt nach Homs [written with blue ink on the carboard]
0192za-al005-060-061_DS01,Zitadelle [written with blue ink on the carboard]
0192za-al005-060-061_DS02,
0192za-al005-062-063_DS01,
0192za-al005-064_DS01,
0192za-al006-001_DS01,
0192za-al006-002-003_DS01,"Port de Beyrouth [written with black ink under the photo]
A bord du Pei-Ho [written with black ink under the photo]
Le Lotus part pour la France [written with black ink under the photo]
Voilier en pleine mer. [written with black ink under the photo]"
0192za-al006-004-005_DS01,"Le croiseur, ""Lorraine"" amméne le […] [written with black ink under the photo]
Le ""Lotus"" [written with black ink under the photo]
Au port de Beyrouth [written with black ink under the photo]
Yacht [Amiral] ""Diana"" [written with black ink under the photo]
Baie St Michel [written with black ink under the photo]
I', Andre [Chenier] [written with black ink under the photo]
Au port [written with black ink under the photo]
Au port [written with black ink under the photo]"
0192za-al006-006-007_DS01,
0192za-al006-008-009_DS01,
0192za-al006-010-011_DS01,
0192za-al006-012-013_DS01,
0192za-al006-014-015_DS01,
0192za-al006-016-017_DS01,
0192za-al006-018-019_DS01,
0192za-al006-020-021_DS01,
0192za-al006-022-023_DS01,
0192za-al006-024-025_DS01,
0192za-al006-026-027_DS01,
0192za-al006-028_DS01,
0192za-al006-01745_DR01,
0192za-al006-01745_DV01,
0220ta-al001-001_DS01,
0220ta-al001-002-003_DS01,
0220ta-al001-002-003_DS02,1921 [written with graphite pencil]
0220ta-al001-004-005_DS01,
0220ta-al001-004-005_DS02,
0220ta-al001-006-007_DS01,
0220ta-al001-006-007_DS02,Ras el Geabal - Aley [written with black ink on the verso of the photograph]
0220ta-al001-008-009_DS01,
0220ta-al001-008-009_DS02,Patinage - Aley [written with black ink on the verso of the photograph]
0220ta-al001-010-011_DS01,
0220ta-al001-010-011_DS02,"Ras-el-Geabal, 1927 [written with black ink on the verso of the photograph]
""Ras-el-Geabal"" - Aley [written with black ink on the verso of the photograph]
Bickfaya - 1927 [written with black ink on the verso of the photograph]"
0220ta-al001-012-013_DS01,
0220ta-al001-012-013_DS02,
0220ta-al001-014-015_DS01,
0220ta-al001-014-015_DS02,"S. Achan [written with graphite pencil on the verso]. Académie 1927-28 [written with black ink on the verso]
4 [written with graphite pencil on the verso].
Maion de Campagne - Rhétoriciens, 1928 [written with black ink on the verso]
Rhétoriciens - 1928 [written with black ink on the verso]
R.P.Poncet"
0220ta-al001-016-017_DS01,
0220ta-al001-016-017_DS02,
0220ta-al001-018-019_DS01,
